tt
CavalryUnit,CavalryUnit,20
CavalryUnit,CavalryUnit,50
CavalryUnit,CavalryUnit,4
CavalryUnit,CavalryUnit,5
CavalryUnit,CavalryUnit,35
CavalryUnit,CavalryUnit,39
CavalryUnit,CavalryUnit,44
CavalryUnit,CavalryUnit,12
CavalryUnit,CavalryUnit,33
CavalryUnit,CavalryUnit,48
CavalryUnit,CavalryUnit,46
CavalryUnit,CavalryUnit,32
CavalryUnit,CavalryUnit,32
CavalryUnit,CavalryUnit,34
CavalryUnit,CavalryUnit,23
CavalryUnit,CavalryUnit,44
CavalryUnit,CavalryUnit,1
CavalryUnit,CavalryUnit,10
CavalryUnit,CavalryUnit,46
CavalryUnit,CavalryUnit,42
CavalryUnit,CavalryUnit,4
CavalryUnit,CavalryUnit,41
CavalryUnit,CavalryUnit,23
CavalryUnit,CavalryUnit,13
CavalryUnit,CavalryUnit,27
CavalryUnit,CavalryUnit,19
CavalryUnit,CavalryUnit,34
CavalryUnit,CavalryUnit,5
CavalryUnit,CavalryUnit,14
CavalryUnit,CavalryUnit,1
CavalryUnit,CavalryUnit,2
CavalryUnit,CavalryUnit,50
CavalryUnit,CavalryUnit,10
CavalryUnit,CavalryUnit,45
CavalryUnit,CavalryUnit,13
CavalryUnit,CavalryUnit,30
CavalryUnit,CavalryUnit,14
CavalryUnit,CavalryUnit,44
CavalryUnit,CavalryUnit,8
CavalryUnit,CavalryUnit,50
CavalryUnit,CavalryUnit,29
CavalryUnit,CavalryUnit,36
CavalryUnit,CavalryUnit,31
CavalryUnit,CavalryUnit,13
CavalryUnit,CavalryUnit,39
CavalryUnit,CavalryUnit,32
CavalryUnit,CavalryUnit,37
CavalryUnit,CavalryUnit,2
CavalryUnit,CavalryUnit,9
CavalryUnit,CavalryUnit,9
CavalryUnit,CavalryUnit,35
CavalryUnit,CavalryUnit,35
CavalryUnit,CavalryUnit,13
CavalryUnit,CavalryUnit,39
